company_id,year,revenue,ebitda,debt,cash,capex
13,2023,663314985.8899504,157280866.0776344,439189943.9658853,35323695.76161318,50150220.34458239
14,2019,110272895.68284915,19447993.86205756,23451488.68935832,14785102.676489031,7303832.677145445
14,2020,115178133.22641541,22289009.597437587,82208612.7589399,13819616.56078665,7253449.883472251
14,2021,120301569.04263802,22676329.106401943,46105528.9425837,10690673.448351514,6960906.682831818
14,2022,125652909.18260367,23175494.22415899,29020135.222377278,27646583.637456745,7508201.9682794195
14,2023,131242291.44888157,45229749.63649066,111007137.43168408,19487590.150443796,9216049.838654839
15,2019,86269317.34582196,15078707.340060849,57789554.049972184,12901008.294000603,5138972.979006198
15,2020,94948480.25271761,30295616.80484145,46093467.79264507,27041379.10634825,4946208.820094929
15,2021,104500814.19054274,34613115.29642473,136462954.793193,18667636.064667784,7905015.060511009
15,2022,115014164.91786107,20156754.141968776,48238938.46132091,24957144.39675576,3524060.959139377
15,2023,126585215.95471066,25405776.627270263,52867171.32123502,25841133.265672985,7584977.090372567
16,2019,257982151.98659262,81404217.17696096,180658559.48864275,64645086.29504176,8291841.9546438465
16,2020,274097337.6749745,70732226.44875205,168449141.64457193,74863320.36160798,16551820.967975484
16,2021,291219179.08651865,95843844.95339207,328197557.3154643,47692460.18418844,9164166.261766177
16,2022,309410558.2608473,86816794.80974567,140593467.29656142,19035932.658203714,14673965.975405674
16,2023,328738285.2447612,83461956.9347394,243049731.2666913,62006531.38443504,17576840.828288965
17,2019,249171082.14959422,77543239.88205788,215487287.5610897,20195563.53599526,9600085.188409857
17,2020,296434132.75683767,57782144.40617512,230413390.43670315,27590788.40894063,15917906.299704662
17,2021,352662091.8656293,80207488.43667951,164503454.6055348,77281351.99591245,26380332.992394526
17,2022,419555433.385472,65545700.67627119,177130892.3329285,124203862.55398965,32462782.140424572
17,2023,499137179.02615017,132422825.05293946,212216442.30010134,105812583.57833503,24648847.569779113
18,2019,204051779.1128003,57190073.74816224,226795615.60056466,16252719.283218285,8519246.932988789
18,2020,227012909.50373867,62331660.48815162,149609640.90639627,50466910.451091625,8608640.511265507
18,2021,252557764.0411753,42720622.91430478,164201056.43739167,70026381.19840708,14415033.667811813
18,2022,280977078.86708313,82844572.47315548,229582392.56304246,43531884.03101097,17497262.11921786
18,2023,312594305.49839634,77241963.33040753,128598996.76291837,51648042.83814144,9972309.777322736
19,2019,305608142.01882964,106373125.21466677,267124192.19042617,47214425.38260357,15837911.368548904
19,2020,351142194.66548073,75851260.38437712,302577733.3557448,25532488.45994745,14835988.447369676
19,2021,403460588.64784217,109500516.35030302,171509122.875878,49657459.77418457,26483971.005120803
19,2022,463574156.18233466,94810175.50598727,134382322.65826434,109077971.45090954,15031303.837009814
19,2023,532644338.32405496,127309424.25615038,373494433.146019,101314011.88273919,40534835.30580932
20,2019,237501186.6618882,69736488.8922656,274522056.68734235,30251785.811185032,18982861.719077617
20,2020,266147530.8786304,81240663.44493644,260371569.1113893,69602302.31482594,20340348.395951763
20,2021,298249070.6188894,93391208.34523623,202644275.70592555,59736841.253837146,19258844.09666631
20,2022,334222556.30692184,107381513.19090535,123071544.83501221,49298755.123375796,20845046.92476434
20,2023,374535004.9625898,66398191.72407525,164424834.37592757,50766229.61519685,17931283.885727227
21,2019,105012631.48571457,27158455.782619704,34290946.97564394,23402792.00609383,3680976.7219255324
21,2020,121218511.18962409,18400284.11373135,55380539.973856345,14670691.424197141,4906182.153885607
21,2021,139925333.23981994,37037092.402186446,137994462.3889859,28938456.801423836,7434668.178725987
21,2022,161519050.9281768,36389214.80758515,59614384.504758656,37666723.43546246,8406209.401822394
21,2023,186445179.07293952,55200656.28125737,71593400.82043965,40822672.967364945,7212377.400795998
22,2019,229561883.1284948,75043455.12869729,281223822.38561547,37197446.94202804,8962289.46873653
22,2020,253074762.8484248,76689061.02848712,84962612.04308182,36464387.700499296,16602737.158736942
22,2021,278995949.6670313,69403341.71811554,198546520.35658514,70719684.83218412,19670269.5726615
22,2022,307572114.47918636,69539765.97400367,192537341.65842932,43998293.183432475,12916435.102949852
22,2023,339075193.4502961,75153087.2209395,175689491.6364753,79497673.87115379,19045936.420806665
23,2019,319437977.57177156,83669753.24651733,267994279.27564076,48593562.75508541,23498046.254836448
23,2020,351263175.24830407,120927027.76937242,282728264.4931556,105341252.89462748,13243456.495841715
23,2021,386259076.71794707,71376673.23435792,152314252.01808462,103848244.79028594,19507476.122271437
23,2022,424741575.14956087,64632030.81018585,92024272.37434049,85336898.39331356,20448601.650047846
23,2023,467058035.74491835,145229219.29108837,456457598.1415993,29290552.8504506,36556581.1190653
24,2019,94308711.92370866,16444785.784274755,18998174.82255443,21186567.14276062,4105180.1037366516
24,2020,107118149.56191795,36565860.14082021,55280321.49307137,12696141.776653755,3969943.2246048697
24,2021,121667423.20530888,20621938.332551166,82205167.24160232,27410797.494163133,3905549.860903115
24,2022,138192845.28307799,27926294.81339462,90424475.6993189,12215167.162926203,9337236.944738934
24,2023,156962825.25197288,44852055.267485954,118083356.85860753,30631634.591038775,10777043.184453033
25,2019,79902465.39754811,20152873.554356232,20545920.985941157,23560397.231889613,5737748.978010663
25,2020,81554939.46071756,21158942.445303228,34589619.7711737,19860657.39919717,4420393.326870866
25,2021,83241588.57112569,16763146.344229024,20365458.352385335,4473292.745757393,3532360.69695165
25,2022,84963119.50770463,18695457.20631951,68221067.56531894,13652651.965822032,4664985.7013216335
25,2023,86720253.6663805,13407194.217383351,34721160.44334319,16963194.177226476,5615090.822965662
26,2019,54889163.12902532,12211123.872882849,29933192.208989207,13619760.420774454,4276067.9763454525
26,2020,60258407.493107855,10334027.480221935,10658927.908371765,11957108.293055879,4087476.857948506
26,2021,66152870.013158,13452340.140405336,23416542.81160641,3358853.6611046037,5111533.764321733
26,2022,72623927.39931458,20640973.679399565,46809110.46286929,20433296.439703323,4166292.822932133
26,2023,79727982.01879759,14983644.430652715,52933086.10703695,11054166.735927733,3437030.3527557664
27,2019,90884943.55046448,20167530.033955753,73765795.14698508,13243834.158719474,4984604.21837176
27,2020,97622779.11464219,29671837.49668462,54085197.85837077,16671668.952579955,7447757.273202534
27,2021,104860130.06955884,17851352.16869922,39820206.133313194,8369123.138494194,6268168.615178319
27,2022,112634028.4299035,35495185.339952454,56283001.69891027,6029832.609054016,3709973.78507517
27,2023,120984251.61148272,36575834.066135846,103145757.9014404,24455731.72647675,8246480.256496853
28,2019,55503564.88471671,10933017.79847812,43325933.06370868,13230877.514980927,2963620.586023192
28,2020,65105850.96249458,17067806.073244482,23914084.57799948,18531022.44800668,3902850.5525693023
28,2021,76369361.83026564,14449486.09343436,27041225.15000523,6481313.55476793,5309789.71554037
28,2022,89581494.4454351,25420806.125069626,53114100.6592672,7144486.857798212,4151831.406719342
28,2023,105079366.31594618,27363698.919245645,56389405.33950381,11691023.323452696,3232380.871203899
29,2019,209928300.0756104,45470178.5419985,137519338.90096897,12507967.444008023,9236655.814795518
29,2020,239018506.23671523,76291810.27393457,202120961.71241468,63208627.40580078,18815399.750273682
29,2021,272139803.4617251,48719933.31156881,62004539.02268187,59721409.19037312,10976108.176910777
29,2022,309850788.5194462,107783548.68576148,234311466.04377615,47173410.52133218,16258603.529098894
29,2023,352787464.1080406,121722777.68144704,403819659.1207843,92344992.23826207,11473587.61413667
30,2019,55493088.07394275,11253257.806367997,17555047.46594477,3798199.6197971036,2942259.946477574
30,2020,59530462.708235875,11965008.361049904,31397746.185113855,8182579.627178927,4642393.8998049805
30,2021,63861574.71601799,10266620.58076028,25369027.294200208,10963743.789745122,2749680.7056998727
30,2022,68507794.82762742,11526852.715763316,26381377.831118755,20212571.20490721,3676568.020331083
30,2023,73492048.591265,14197897.269851655,36007218.306607865,21851981.927208267,5649984.278425425
31,2019,100131556.78595428,24130261.864650115,92864994.39674804,12837137.138468042,5624122.037364259
31,2020,114367339.16501714,31283039.32052188,108411305.98729903,6952400.081400363,5518656.736197102
31,2021,130627033.94940938,20851181.53002177,69123732.69117887,15390140.872675482,4680222.824077056
31,2022,149198382.3615924,47378636.15633105,184317860.74192667,17561748.962235026,7616754.421485269
31,2023,170410034.02050054,26000683.91007299,48080669.49364036,41452646.85627875,11267670.736718044
32,2019,106712662.55361044,32609510.3448733,108275312.206253,10773576.214559702,7691281.222426884
32,2020,124969725.59624843,41974321.86500641,93310217.77941877,24292832.937333226,4586516.875775232
32,2021,146350320.02650788,48692578.59424825,80502562.51306966,27820533.250755925,4398465.591847995
32,2022,171388838.93415743,38465859.08335454,144676586.09158993,48755225.752144456,10065811.710100425
32,2023,200711102.6875659,52490965.610535406,76436500.2450593,36311177.99259931,14338973.598297039
33,2019,156016439.7869525,30197129.881552223,95392079.57238896,11076172.130841212,5498407.882914056
33,2020,185458918.04120997,54558692.084540695,124202184.70845759,17262510.84827213,10591622.648485972
33,2021,220457602.59613782,40445525.27770904,58591779.67498921,21178755.33433192,9161298.122512532
33,2022,262061027.07682735,60205657.03209104,79842606.407552,37292504.391191855,17088081.42666749
33,2023,311515598.0280299,74519829.37133619,286410973.770924,90100308.24689722,20539647.504576456
34,2019,220931475.05256817,64200493.23753281,187683124.8074089,22349589.830162246,11340751.062841294
34,2020,250238343.4189739,52939496.99072909,73078719.50989437,12567954.545404634,11342926.268755097
34,2021,283432808.75743383,94911589.04587384,219902660.90612566,73925534.81321156,19995453.69790843
34,2022,321030566.22951114,66236815.946833715,212336712.98814398,49948672.12039884,13352417.389911281
34,2023,363615718.6793482,97764654.74546787,204903812.0722354,47097015.24467036,23758658.613266356
35,2019,159366501.99789235,33014168.041805774,119089979.69217135,21172422.935401812,11268756.035243675
35,2020,183705906.60041073,60343812.23248053,65170864.29651414,22577325.77605858,12670019.344340404
35,2021,211762570.532703,47729426.72180741,119322408.42408168,62543005.0254281,10994471.206189074
35,2022,244104215.85496128,60922452.994595096,202993874.23273528,57113661.862607166,9488364.328575712
35,2023,281385270.533271,75877154.64704238,120596776.73677295,68855561.21157041,21305079.867035575
36,2019,36192318.77614062,12363737.752988586,18022252.62814731,9868622.027963068,2572368.6287677395
36,2020,42323389.45616046,6560531.532721078,13499780.859645294,10598396.177293867,2031561.2200871818
36,2021,49493079.07396939,13226951.370523088,41166380.04154722,5813747.866523154,3266022.0892684427
36,2022,57877332.31431055,14505599.934218483,42103593.60551101,10077166.073096335,2278673.954178627
36,2023,67681899.33818318,22525211.25894448,24360974.58709418,19164673.400564328,2621385.7798507335
37,2019,190326074.8758742,49934711.35951324,51042241.17413746,53228392.34808241,12976408.436093396
37,2020,215792003.8186847,32453563.82793225,53451408.10333371,57941304.49441259,12339136.526045503
37,2021,244665314.21116373,64804595.00991709,83974916.75624144,49338188.67988581,7594593.392620028
37,2022,277401919.06436294,82660590.54197282,304274241.2827589,21038979.272621844,20646711.908244148
37,2023,314518733.2691402,75627309.62387538,77094683.34347358,53285066.48264437,13511152.211031208
38,2019,300342308.17219484,56441082.74038568,138404963.7096794,21285230.411828488,15882592.796990974
38,2020,337724397.61066985,70109043.48347357,174584367.8250037,101234401.71321973,11295372.304581491
38,2021,379759246.82611567,111081909.83768472,138819276.0884351,37653837.84677233,24706134.366392847
38,2022,427025961.3171113,120999137.15359513,269101371.19523025,23134817.89240608,13637985.70746168
38,2023,480175724.91736615,84955333.99551688,258378682.8647646,73514469.11342755,27254775.2829129
39,2019,330381941.7613731,92783259.8699976,169839367.36865258,56167684.353871696,18789610.993773673
39,2020,377528002.65042764,93679077.1161597,202822572.40020847,87577474.21942103,19098796.249851387
39,2021,431401886.02731013,147527576.88150638,554374349.420431,55431854.702878006,21837849.4881051
39,2022,492963663.5199396,144925563.62379524,393969049.6595869,142109089.70394003,24801001.84567206
39,2023,563310410.5984741,136305250.78065705,496182713.5405825,44212872.906999715,20191200.26448826
40,2019,153355521.3769902,38646991.57292993,66000779.94522646,45991273.9705483,8508080.454976609
40,2020,173699925.2465952,38536980.050852396,45837477.905089684,40101889.864453346,8538080.957387116
40,2021,196743252.27914345,48765022.687929094,87393302.31042655,22648744.13750864,10593317.032614296
40,2022,222843546.20430917,66402719.69313022,133433232.00957331,53030837.83875805,7040114.452350596
40,2023,252406349.44091752,81209998.91480558,234105155.18640813,74422278.29096206,19856532.77949135
41,2019,322811848.4260548,51843574.258480124,202365219.7201727,45926845.128721,21095192.694764476
41,2020,362950748.1108853,63932596.81269662,145412515.51532164,43651620.27224778,21927058.185870986
41,2021,408080577.5765289,107253566.59475526,335070992.2925414,96440286.25515436,22976845.966403723
41,2022,458821916.3673326,119802819.91398469,190498889.43443295,43807583.376504004,18072174.073207106
41,2023,515872507.8002821,143916774.72026795,329877923.73839116,40544124.34443139,25685347.07934637
42,2019,327284683.5446901,90029457.48844078,110967704.21739776,85238042.03605899,22855604.726238113
42,2020,385128636.2262032,84234565.84107563,89632234.72748645,51000057.3008349,30434771.061225556
42,2021,453195868.6089928,68780975.36584239,237973481.66822317,57565344.44979124,24668060.98865098
42,2022,533293232.45552385,175318684.23630434,620697758.9280592,138906415.22565484,30789949.71134818
42,2023,627546920.6190773,101300524.56337078,161012305.8501476,52332550.84366179,34810726.79059227
43,2019,357604314.56674683,108101467.75471531,339165147.5439476,74900828.37830816,22480789.714941528
43,2020,438420880.2912386,88419978.48190218,187714733.7466085,27014270.93221162,17222030.035373688
43,2021,537501535.7636801,110965315.70363416,283300788.61988753,60560495.02039711,29770352.103191115
43,2022,658973862.641752,111683302.27763171,289969790.7622164,137065976.0228123,40108020.04512637
43,2023,807898252.8450171,273276355.0152293,374963608.7626028,232447998.17996153,54133566.44077011
44,2019,22795229.10725437,4903268.903685716,16094841.826934814,5741848.488177199,1465607.5741455331
44,2020,23381022.160420164,7375838.856388184,29004295.175792795,6928450.346449695,1683767.1141179365
44,2021,23981868.955731854,6649349.97145448,15855689.492120918,4244553.421151992,1762408.533842408
44,2022,24598156.345084272,6064433.809177789,20124843.177523624,6261155.161492638,1691007.780580738
44,2023,25230281.121713553,7451031.0060689235,24814824.330549315,1842136.4661293053,1837222.3912517962
45,2019,111529277.07673618,23583950.092225365,49234355.683303416,22708790.776512638,6419044.877006969
45,2020,124594672.0632665,18925586.611058634,45673775.91279335,8071254.662079616,4213923.788580237
45,2021,139190647.6348086,29404209.99594553,105812455.80051374,18392676.220743023,7340887.252569099
45,2022,155496507.74119562,31294781.44670576,103253065.13545585,34191093.03336909,12374937.120431101
45,2023,173712561.37227008,32896408.426137306,63345413.27892043,21623565.013757817,10069703.058140615
46,2019,314472419.7714649,71162992.83732122,138231003.0910419,87312890.99471253,15655837.889491342
46,2020,345167494.62048787,66057385.39507138,135639274.35188323,74347980.04248586,21502354.696437307
46,2021,378858659.30362684,127166230.60517219,411872049.9683703,96050213.54042533,16501026.282379286
46,2022,415838356.6423521,76928034.6225476,272648698.7619246,83285681.0048793,21801298.88269796
46,2023,456427574.2643865,140364097.63207665,334396356.7030843,128975952.47975482,20800827.170171425
47,2019,260507194.7356261,82580605.39601542,188201739.2812694,42015388.95819534,18119132.895695347
47,2020,281989434.8547093,94564390.67849207,245803279.34207556,54743202.306400955,19246021.84627541
47,2021,305243167.8532974,83490591.77634598,182413921.78296283,70569351.09294571,19910747.31399155
47,2022,330414476.58889216,70204473.86974333,123610094.01786475,78574884.65851,11541738.867996005
47,2023,357661490.3694796,84245313.90199529,253003514.12253872,42123269.37238295,27868594.633309085
48,2019,228599436.1428721,52834358.327331685,73917808.80905335,27310366.87863531,15174058.970669296
48,2020,269084122.9651536,43898623.67803972,116729687.94402552,60473926.08053046,14804508.7042846
48,2021,316738599.4192601,83828468.69493242,147553111.79233113,29087975.392151017,19944637.618140627
48,2022,372832626.67662627,83786268.84035303,301875116.84155554,101853327.33450101,13379828.047159566
48,2023,438860839.0939929,85429728.33112782,327811636.4037863,60344281.167816974,16655488.376099136
49,2019,101007981.33062342,25710905.69499781,56630899.93382013,29138765.81590181,5735629.199184951
49,2020,108535264.76086324,17907890.02700625,54077287.45715965,6617285.623850363,4244424.455356745
49,2021,116623493.92125979,34018366.5903793,108291123.53766552,25322714.968812276,6620682.680184363
49,2022,125314471.42428239,29533703.040329445,44833470.48759006,15025039.18561076,8596008.16134038
49,2023,134653115.08288288,33284895.28264214,100547589.6550998,25942122.302187216,6136576.002995445
50,2019,37553958.66065505,10930948.255478114,17681502.320686784,10082747.259574689,1265248.6514959438
50,2020,44733767.59564761,8053851.2504528975,29525336.364749115,7561609.921051496,3198748.880812385
50,2021,53286258.8837527,15295426.547071703,39980330.69353999,9125897.642414546,2225234.226587133
50,2022,63473870.82376171,21782779.583160724,51049350.64756807,4107237.8330798163,3117000.166895912
50,2023,75609216.367412,13632081.944307331,51742903.63069407,14601294.763983734,5794995.718343986
51,2019,257490580.35202825,62997969.13722677,84273658.76085907,55801118.133190975,9234870.570493864
51,2020,294102188.05358464,100959245.9520305,101939101.48451082,75443408.82618046,11921243.053458104
51,2021,335919461.2076796,97472284.83541636,260701397.37714502,54214665.47021661,19844831.111553248
51,2022,383682573.6145094,74529483.36910725,107545434.87422839,67502277.5392097,15027990.3299823
51,2023,438236941.5758278,66128019.9229004,214313028.3262421,95016741.60804285,32739328.454716265
52,2019,133772281.28632873,33180047.486462045,120712737.01104888,23142156.85684388,8244796.003375273
52,2020,153442288.95506027,38451497.8838006,138527295.13088697,29619453.660075143,5453816.248099422
52,2021,176004593.87676167,40333456.242282845,139021817.70422187,23618153.70608615,11692819.759676678
52,2022,201884482.28112945,51022876.14757753,108729305.31959705,60367478.44623355,6789497.573131852
52,2023,231569774.9029093,78503771.79804334,219996742.30859897,41406511.64352651,10857886.417430319
53,2019,32550492.856453773,9969144.942756249,36377369.410096996,3939927.061540051,1820626.7295481812
53,2020,36068282.10142707,8184373.900058827,27854493.884130824,10557666.615722688,2763690.6584715717
53,2021,39966245.04228333,12235185.68205299,26300391.420083065,2358682.2413232825,2667002.4611245533
53,2022,44285467.72169773,13761890.327447396,40012106.08052823,11006012.212042874,2064606.4650833714
53,2023,49071476.42353257,12429764.012729622,18306229.056835998,14074115.688342588,3440258.8399769263
54,2019,257540078.44262186,89787261.56192002,213561344.3755242,23488244.596478995,18800450.631181717
54,2020,269599992.7765586,42167849.65666199,58418391.4041049,13769241.006083021,16272938.17739353
54,2021,282224640.7031128,63368253.490206,158476272.0309076,50645549.29383786,9408240.33871373
54,2022,295440467.18879086,56058933.150208995,149213373.32940915,69063959.7148288,14003405.67582546
54,2023,309275155.5472821,101529837.51002097,313197182.65473425,23661604.60753534,17559518.8396606
55,2019,269489496.7514528,83995061.35297869,182675067.28322795,19895799.814868774,13380076.087085355
55,2020,286157071.7445058,88172183.31646073,232387741.633648,30320691.292378716,18535167.511760775
55,2021,303855514.5802684,80645315.63603742,110660593.87553951,39511216.60255949,14489978.42499945
55,2022,322648583.094513,112083225.36957033,416637726.891116,87620710.70469546,9928347.708000438
55,2023,342603978.4622589,70152211.82550962,274083635.4230643,78460139.16557263,26083864.40721625
56,2019,188568121.25250846,37323002.048933126,68723844.97969513,23227081.43643953,14037580.021706708
56,2020,227253104.3006009,54008987.97154011,139832353.4716819,45753110.84732886,8658869.887858676
56,2021,273874359.41573703,66213420.27681109,73396789.8784803,61557140.32268233,19703481.93045036
56,2022,330060022.6176183,77593988.53092729,86989500.60242873,48991560.187307425,19837660.9683122
56,2023,397772244.0419261,128491480.82540424,362572389.5726358,47508881.189200416,27175441.30245243
57,2019,165095668.7223492,56392638.53826184,72476970.85411833,8848939.83775168,5266819.805888011
57,2020,176124185.35509518,38534361.79526868,136211497.80643547,42884247.69660356,12344384.111863006
57,2021,187889415.3132725,46616263.48767257,51380910.040621504,39238126.878085844,14121130.44862588
57,2022,200440571.60910594,46006018.41222078,172692002.060158,43684399.757827125,14281612.507495191
57,2023,213830154.72158462,61447709.19515406,223189396.9025453,62070099.021488376,12287721.49155652
58,2019,152968507.38877144,28359878.549204946,97561750.03567766,15012393.934091186,11477975.86442942
58,2020,183746987.10073474,46769644.6225455,92222381.45312433,31607277.84039955,9677887.767203683
58,2021,220718341.60471076,51193912.90336195,100821132.878584,58250160.08257462,15305646.856177507
58,2022,265128626.5391994,67553725.98184383,138626102.22815457,65186365.475338496,14339983.748556104
58,2023,318474613.84270394,84222394.48911104,286595994.8270687,54949751.175371565,22115378.883299693
59,2019,68632647.41403544,14341562.918807108,24330521.935005575,15728186.748285946,2255068.053398069
59,2020,75392171.33757593,24392078.787383508,70718918.5041878,22091802.12244525,3836741.217725477
59,2021,82817430.37981696,22409782.09040966,47235040.579739444,17298328.479062956,4767968.431811803
59,2022,90973991.76905517,18623798.702115525,72579475.79100914,21851328.02853695,5794390.132641825
59,2023,99933880.34909481,23275108.629350428,38509178.82348713,10330639.106704853,3918069.6999887414
60,2019,47915805.9400526,12901049.295800656,46511581.76553587,5055671.356408886,2617725.646364518
60,2020,51968507.58388557,14514548.957058655,40421746.961577415,4578458.185091922,2620171.698839666
60,2021,56363985.276074596,16092089.657809803,16111403.631229017,16302111.25082171,1718528.7067622975
60,2022,61131230.8915842,12311280.294540009,24739758.910657473,4278470.310960431,3467350.239680179
60,2023,66301688.427742764,13889298.017616963,41486073.170891516,8547265.49277743,2440722.1062420346
61,2019,193136903.75389183,47037214.92134098,76307486.39943705,38199691.86719819,5980994.360994928
61,2020,199913113.28303826,39982955.27907515,43884926.675946884,30325474.710774023,7072400.472213284
61,2021,206927066.16775492,66530062.01216109,144942388.0144698,31555540.8125286,10810934.781729737
61,2022,214187103.63522416,67115660.91269428,183642949.69603708,20707260.678177953,15123052.347145371
61,2023,221701859.5646385,36239047.17623845,141181078.77609822,40358552.51405131,6682028.505370976
62,2019,29831872.80033251,9214021.14204705,31701505.717741955,2535476.0831150794,1739574.5888360525
62,2020,34175239.94477243,6686141.622247394,15635255.243800763,4585292.538019557,1191677.2916049478
62,2021,39150978.991495,10318594.383785887,22230905.884335674,10507405.535838718,1342444.4606217076
62,2022,44851160.03485282,15226817.806240562,48810849.87834606,7226905.471449538,3011195.549553363
